Timestamp,ACI,ADI,Temperature,Humidity,Luminosity,Voltage
2019-05-26 21:00:00,4044.3135,0.2061,10.86279,96.742785,0,3.81864
2019-03-20 21:00:00,2399.2356,0.1939,3.701845,109.9828,0,3.808005
2019-06-21 08:00:00,2996.5278,0.2092,18.462295,93.522135,214.263645,3.798065
2019-04-01 17:00:00,3178.73095,0.6315,11.04632,36.338735,207.92384,4.18465
2019-02-21 19:00:00,,,2.272733333,109.6297,0,3.769608333
2019-04-27 02:00:00,2658.25365,0.3654,9.844695,95.878535,0,4.020735
2019-05-23 21:00:00,2615.1902,0.2371,12.67616,85.21504,0,4.01389
2019-05-21 07:00:00,2515.68065,0.5502,18.251335,97.131245,196.68491,3.94122
2019-05-05 14:00:00,3437.0762,0.3294,14.422795,42.18095,810.994465,3.8667
2019-04-16 01:00:00,2567.6304,0.2386,-4.826035,90.438675,0,4.040705
2019-04-25 03:00:00,2609.6858,0.2348,7.65244,96.091365,0,4.00925
2019-03-26 09:00:00,3692.35875,0.5863,10.27495,64.664715,579.533195,3.804735
2019-02-21 21:00:00,,,1.216675,109.266291667,0,3.765941667
2019-04-13 02:00:00,2584.1125,0.1354,-5.166265,99.9091,0,3.841155
2019-07-12 02:00:00,,,8.188708333,107.91805,0,3.7844
2019-05-15 16:00:00,2363.8157,0.5328,22.264715,29.69788,773.09494,4.19326
2019-06-18 21:00:00,2387.7737,0.4826,16.836625,91.144315,0.660915,3.85113
2019-04-23 18:00:00,3146.6511,0.6493,13.911175,42.391985,91.13143,4.17782
2019-06-23 09:00:00,2695.2927,0.1896,23.53156,49.502245,549.905765,3.811565
2019-03-19 16:00:00,3261.2557,0.656,9.122535,52.471865,221.858895,4.032265
2019-04-23 09:00:00,3762.25515,0.7114,20.180725,33.59868,1026.704675,3.982845
2019-02-23 00:00:00,,,-0.650566667,87.798458333,0,3.784666667
2019-02-25 07:00:00,2681.45725,0.495,1.9071,102.72367,23.627285,3.80654
2019-03-21 01:00:00,,,3.628758333,110.957875,0,3.792025
2019-03-13 23:00:00,,,4.093675,108.111825,0,3.7689
2019-04-27 09:00:00,2879.1189,0.3138,9.950935,106.192445,88.559775,3.96141
